landmark,latitude,longitude,wiki_title,wiki_content
"Jardin Anglais, Geneva, Switzerland",46.2042967,6.152173277068844,Jardin Anglais,"The Jardin anglais (literally ""English garden"") is an urban park in Geneva, Switzerland, situated at the location of an ancient harbor and a wood. It marks the beginning of the Quai Gustave-Ador.
The park was created in 1855. In 1863 the building process of the Pont du Mont-Blanc changed the park to its actual form – a trapezoid/trapezium of 25430 m2.
The Park hosts the Le monument national and the L'horloge fleurie (or Flower clock), besides several pavilions, a sculpted bronze fountain by Alexis Andre and a coffeehouse.
Annually, it hosts the Geneva Christmas Market."
"Jerónimos Monastery, Lisbon, Portugal",38.69775305,-9.20559121173471,Jerónimos Monastery,"The Jerónimos Monastery or Hieronymites Monastery (Portuguese: Mosteiro dos Jerónimos, IPA: [muʃˈtɐjɾu ðu(ʒ) ʒɨˈɾɔnimuʃ]) is a former monastery of the Order of Saint Jerome near the Tagus river in the parish of Belém, in the Lisbon Municipality, Portugal. It became the necropolis of the Portuguese royal dynasty of Aviz in the 16th century but was secularized on 28 December 1833 by state decree and its ownership transferred to the charitable institution, Real Casa Pia de Lisboa.
The Jerónimos Monastery is one of the most prominent examples of the late Portuguese Gothic Manueline style of architecture in Lisbon. It was erected in the early 1500s near the launch point of Vasco da Gama's first journey, and its construction funded by a tax on the profits of the yearly Portuguese India Armadas. In 1880, da Gama's remains and those of the poet Luís de Camões (who celebrated da Gama's first voyage in his 1572 epic poem, The Lusiad), were moved to new carved tombs in the nave of the monastery's church, only a few meters away from the tombs of the kings Manuel I and John III, whom da Gama had served. In 1983, the Jerónimos Monastery was classified as a UNESCO World Heritage Site, along with the nearby Tower of Belém."
"Riga Central Market, Riga, Latvia",56.9438579,24.116488790195135,Riga Central Market,"Riga Central Market (Latvian: Rīgas Centrāltirgus) is Europe's largest market and bazaar in Riga, Latvia. It is one of the most notable structures from 20th century in Latvia and has been included in UNESCO World Heritage Site list together with Old Riga in 1998. It was planned from 1922 and built from 1924 to 1930. The main structures of the market are five pavilions constructed by reusing old German Zeppelin hangars and incorporating Neoclassicism and Art Deco styles. The market is 72,300 square metres (778,000 sq ft) wide with more than 3,000 trade stands.
The joint stock company Rīgas Centrāltirgus is currently owned by the Riga municipality and the chairman of the board since 2010 is Anatolijs Abramovs.

"
"Stockholm Palace, Stockholm, Sweden",59.3268954,18.070352088732243,Stockholm,"Stockholm (Swedish: [ˈstɔ̂kː(h)ɔlm] ) is the capital and most populous city of Sweden as well as the largest urban area in the Nordic countries. Approximately 1 million people live in the municipality, with 1.6 million in the urban area, and 2.4 million in the metropolitan area. The city stretches across fourteen islands where Lake Mälaren flows into the Baltic Sea. Outside the city to the east, and along the coast, is the island chain of the Stockholm archipelago. The area has been settled since the Stone Age, in the 6th millennium BC, and was founded as a city in 1252 by Swedish statesman Birger Jarl. The city serves as the county seat of Stockholm County.
Stockholm is the cultural, media, political, and economic centre of Sweden. The Stockholm region alone accounts for over a third of the country's GDP, and is among the top 10 regions in Europe by GDP per capita. Considered a global city, it is the largest in Scandinavia and the main centre for corporate headquarters in the Nordic region. The city is home to some of Europe's top ranking universities, such as the Karolinska Institute, Stockholm School of Economics, KTH Royal Institute of Technology and Stockholm University. It hosts the annual Nobel Prize ceremonies and banquet at the Stockholm Concert Hall and Stockholm City Hall. One of the city's most prized museums, the Vasa Museum, is the most visited museum in Scandinavia. The Stockholm metro, opened in 1950, is well known for the decor of its stations; it has been called the longest art gallery in the world. The city was the host of the 1912 Summer Olympics, and has played host to several other international sports events since.
Stockholm is Sweden's primary financial centre, one of the largest in Scandinavia, and hosts several of Sweden's largest companies. Furthermore, the headquarters of most of Sweden's largest banks are in Stockholm. Stockholm is one of Europe's major tech centres; the city has sometimes been called Europe's innovation hub. The Stockholm region has a GDP of around $180 billion, and Stockholm County has the highest GDP per capita of all counties in Sweden.
Stockholm is the seat of the Swedish government and most of its agencies, including the highest courts in the judiciary, and the official residences of the Swedish monarch and the Prime Minister. The government has its seat in the Rosenbad building, the Riksdag (Swedish parliament) is seated in the Parliament House, and the Prime Minister's residence is adjacent at the Sager House. Stockholm Palace is the official residence and principal workplace of the Swedish monarch, while Drottningholm Palace in neighbouring Ekerö serves as the Royal Family's private residence."
"Ancient Agora of Athens, Athens, Greece",37.9747095,23.7224937062415,Ancient Agora of Athens,"The ancient Agora of Athens (also called the Classical Agora) is the best-known example of an ancient Greek agora, located to the northwest of the Acropolis and bounded on the south by the hill of the Areopagus and on the west by the hill known as the Agoraios Kolonos, also called Market Hill. The Agora's initial use was for a commercial, assembly, or residential gathering place."
"Arc de Triomphe, Paris, France",48.8737791,2.295037226037673,Arc de Triomphe,"The Arc de Triomphe de l'Étoile is one of the most famous monuments in Paris, France, standing at the western end of the Champs-Élysées at the centre of Place Charles de Gaulle, formerly named Place de l'Étoile—the étoile or ""star"" of the juncture formed by its twelve radiating avenues. The location of the arc and the plaza is shared between three arrondissements, 16th (south and west), 17th (north), and 8th (east). The Arc de Triomphe honours those who fought and died for France in the French Revolutionary and Napoleonic Wars, with the names of all French victories and generals inscribed on its inner and outer surfaces. Beneath its vault lies the Tomb of the Unknown Soldier from World War I.
The central cohesive element of the Axe historique (historic axis, a sequence of monuments and grand thoroughfares on a route running from the courtyard of the Louvre to the Grande Arche de la Défense), the Arc de Triomphe was designed by Jean Chalgrin in 1806; its iconographic programme pits heroically nude French youths against bearded Germanic warriors in chain mail. It set the tone for public monuments with triumphant patriotic messages. Inspired by the Arch of Titus in Rome, Italy, the Arc de Triomphe has an overall height of 50 m (164 ft),  width of 45 m (148 ft) and depth of 22 m (72 ft), while its large vault is 29.19 m (95.8 ft) high and 14.62 m (48.0 ft) wide. The smaller transverse vaults are 18.68 m (61.3 ft) high and 8.44 m (27.7 ft) wide.
Paris's Arc de Triomphe was the tallest triumphal arch until the completion of the Monumento a la Revolución in Mexico City in 1938, which is 67 m (220 ft) high. The Arch of Triumph in Pyongyang, completed in 1982, is modeled on the Arc de Triomphe and is slightly taller at 60 m (197 ft). The Grande Arche in La Défense near Paris is 110 metres high, and, if considered to be a triumphal arch, is the world's tallest."
"Torre del Oro, Seville, Spain",37.382402299999995,-5.996315549871133,Torre del Oro,"The Torre del Oro (Arabic: بُرْج الذَّهَب, romanized: burj aḏẖ-ḏẖahab, lit. 'Tower of Gold') is a dodecagonal military watchtower in Seville, southern Spain. It was erected by the Almohad Caliphate in order to control access to Seville via the Guadalquivir river.
Constructed in the first third of the 13th century, the tower served as a prison during the Middle Ages. Its name comes from the golden shine it projected on the river, due to its building materials (a mixture of mortar, lime and pressed hay)."
"Hamburg Rathaus, Hamburg, Germany",53.4607292,9.9803507,Hamburg,"Hamburg (German: [ˈhambʊʁk] , locally also [ˈhambʊɪ̯ç] ; Low Saxon: Hamborg [ˈhambɔːç] ), officially the Free and Hanseatic City of Hamburg, is the second-largest city in Germany, after Berlin, and 8th-largest in the European Union, with a population of over 1.9 million. The Hamburg Metropolitan Region has a population of over 5.1 million and is the ninth-biggest metropolitan region by GDP in the European Union.
At the southern tip of the Jutland Peninsula, Hamburg stands on the branching River Elbe at the head of a 110 km (68 mi) estuary to the North Sea, on the mouth of the Alster and Bille. Hamburg is one of Germany's three city-states alongside Berlin and Bremen, and is surrounded by Schleswig-Holstein to the north and Lower Saxony to the south. The Port of Hamburg is Germany's largest and Europe's third-largest, after Rotterdam and Antwerp. The local dialect is a variant of Low Saxon.
The official name reflects Hamburg's history as a member of the medieval Hanseatic League and a free imperial city of the Holy Roman Empire. Before the 1871 unification of Germany, it was a fully sovereign city state, and before 1919 formed a civic republic headed constitutionally by a class of hereditary Grand Burghers or Hanseaten. Beset by disasters such as the Great Fire of Hamburg, North Sea flood of 1962 and military conflicts including World War II bombing raids, the city has managed to recover and emerge wealthier after each catastrophe.
Major regional broadcaster NDR, the printing and publishing firm Gruner + Jahr and the newspapers Der Spiegel and Die Zeit are based in the city. Hamburg is the seat of Germany's oldest stock exchange and the world's oldest merchant bank, Berenberg Bank. Media, commercial, logistical, and industrial firms with significant locations in the city include multinationals Airbus, Blohm + Voss, Aurubis, Beiersdorf, Lufthansa and Unilever. Hamburg is also a major European science, research, and education hub, with several universities and institutions, including the Deutsches Elektronen-Synchrotron Laboratory DESY. The city enjoys a very high quality of living, being ranked 19th in the 2019 Mercer Quality of Living Survey.
Hamburg hosts specialists in world economics and international law, including consular and diplomatic missions as the International Tribunal for the Law of the Sea, the EU-LAC Foundation, and the UNESCO Institute for Lifelong Learning, multipartite international political conferences and summits such as Europe and China and the G20. Former German chancellors Helmut Schmidt and Angela Merkel were both born in Hamburg. The former Mayor of Hamburg, Olaf Scholz, has been the current German chancellor since December 2021.
Hamburg is a major international and domestic tourist destination. The Speicherstadt and Kontorhausviertel were declared World Heritage Sites by UNESCO in 2015. Hamburg's rivers and canals are crossed by around 2,500 bridges, making it the city with the highest number of bridges in Europe, and with 5 of the world's 29 tallest churches standing in Hamburg, it is also the city with the highest number of churches surpassing 100 metres (330 ft) worldwide. Aside from its rich architectural heritage, the city is also home to notable cultural venues such as the Elbphilharmonie and Laeiszhalle concert halls. It gave birth to movements like Hamburger Schule and paved the way for bands including the Beatles. Hamburg is also known for several theatres and a variety of musical shows. St. Pauli's Reeperbahn is among the best-known European entertainment districts."
"Red Square, Moscow, Russia",55.7535926,37.62148935239179,Red Square,"Red Square (Russian: Красная площадь, romanized: Krasnaya ploshchad', IPA: [ˈkrasnəjə ˈploɕːɪtʲ]) is one of the oldest and largest squares in Moscow, the capital of Russia. It is located in Moscow's historic centre, in the eastern walls of the Kremlin. It is the city's most prominent landmark, with famous buildings such as Saint Basil's Cathedral, Lenin's Mausoleum and the GUM department store. It has been a UNESCO World Heritage Site since 1990. Red Square has been the scene of executions, demonstrations, riots, parades, and speeches. Almost 73,000 square metres (800,000 square feet), it lies directly east of the Kremlin and north of the Moskva River. A moat that separated the square from the Kremlin was paved over in 1812."
"Ribeira District, Porto, Portugal",41.1410944,-8.6088978,Ribeira Square,"The Ribeira Square (Portuguese: Praça da Ribeira) is a historical square in Porto, Portugal. It is included in the historical centre of the city, designated World Heritage by UNESCO."
"Topkapi Palace, Istanbul, Turkey",41.011344,28.9832034,Topkapı Palace,"The Topkapı Palace (Turkish: Topkapı Sarayı; Ottoman Turkish: طوپقپو سرايى, romanized: ṭopḳapu sarāyı, lit. 'cannon gate palace'), or the Seraglio, is a large museum and library in the east of the Fatih district of Istanbul in Turkey. From the 1460s to the completion of Dolmabahçe Palace in 1856, it served as the administrative center of the Ottoman Empire, and was the main residence of its sultans.
Construction, ordered by the Sultan Mehmed the Conqueror, began in 1459, six years after the conquest of Constantinople. Topkapı was originally called the ""New Palace"" (Yeni Saray or Saray-ı Cedîd-i Âmire) to distinguish it from the Old Palace (Eski Saray or Sarây-ı Atîk-i Âmire) in Beyazıt Square. It was given the name Topkapı, meaning Cannon Gate, in the 19th century. The complex expanded over the centuries, with major renovations after the 1509 earthquake and the 1665 fire. The palace complex consists of four main courtyards and many smaller buildings. Female members of the Sultan's family lived in the harem, and leading state officials, including the Grand Vizier, held meetings in the Imperial Council building.
After the 17th century, Topkapı gradually lost its importance. The sultans of that period preferred to spend more time in their new palaces along the Bosphorus. In 1856 Sultan Abdulmejid I decided to move the court to the newly built Dolmabahçe Palace. Topkapı retained some of its functions, including the imperial treasury, library and mint.
After the end of the Ottoman Empire in 1923, a government decree dated April 3, 1924 transformed Topkapı into a museum. Turkey's Ministry of Culture and Tourism now administers the Topkapı Palace Museum. The palace complex has hundreds of rooms and chambers, but only the most important are accessible to the public as of 2020, including the Ottoman Imperial Harem and the treasury, called hazine where the Spoonmaker's Diamond and the Topkapi Dagger are on display. The museum collection also includes Ottoman clothing, weapons, armor, miniatures, religious relics, and illuminated manuscripts such as the Topkapi manuscript. Officials of the ministry as well as armed guards of the Turkish military guard the complex. The Topkapı Palace forms a part the Historic Areas of Istanbul, a group of sites in Istanbul that UNESCO recognised as a World Heritage Site in 1985."
"Elbphilharmonie, Hamburg, Germany",53.54129165,9.984205766993528,Elbphilharmonie,"The Elbphilharmonie (German pronunciation: [ˈɛlpfɪlhaʁmoˌniː] ; ""Elbe Philharmonic Hall""), popularly nicknamed Elphi, is a concert hall in the HafenCity quarter of Hamburg, Germany, on the Grasbrook peninsula of the Elbe River.
The new glassy construction resembles a hoisted sail, water wave, iceberg or quartz crystal resting on top of an old brick warehouse (Kaispeicher A, built in 1963) near the historical Speicherstadt. The project is the result of a private initiative by the architect and real estate developer Alexander Gérard and his wife Jana Marko, an art historian, who commissioned the original design by the Swiss architecture firm Herzog & de Meuron, who developed and promoted the project (since 2003 in cooperation with the Hamburg-based real estate developer and investor Dieter Becken) for 3.5 years until the City of Hamburg decided to develop the project by itself. It is the key project of the new Hafencity development and the tallest inhabited building in Hamburg, with a final height of 108 metres (354 ft).
The Elbphilharmonie was officially inaugurated with concerts of the NDR Elbphilharmonie Orchestra and a light show on 11 January 2017."
"National Archaeological Museum, Athens, Greece",37.9890123,23.73295773748378,"National Archaeological Museum, Athens","The National Archaeological Museum (Greek: Εθνικό Αρχαιολογικό Μουσείο, romanized: Ethnikó Archaiologikó Mouseío) in Athens houses some of the most important artifacts from a variety of archaeological locations around Greece from prehistory to late antiquity. It is considered one of the greatest museums in the world and contains the richest collection of Greek Antiquity artifacts worldwide. It is situated in the Exarcheia area in central Athens between Epirus Street, Bouboulinas Street and Tositsas Street while its entrance is on the Patission Street adjacent to the historical building of the Athens Polytechnic university."
"Roundhay Park, Leeds, United Kingdom",53.83935115,-1.497842226246795,Roundhay,"Roundhay is a large suburb in north-east Leeds, West Yorkshire, England. Roundhay had a population of 22,546 in 2011.
It sits in the Roundhay ward of Leeds City Council and Leeds North East parliamentary constituency.

"
"Neanderthal Museum, Düsseldorf, Germany",51.22676795,6.951072024977881,Neanderthal Museum,"The Neanderthal Museum is a museum in Mettmann, Germany. It was established in 1996. Located at the site of the first Neanderthal man discovery in the Neandertal, it features an exhibit centered on human evolution. The museum was constructed in 1996 to a design by the architects Zamp Kelp, Julius Krauss and Arno Brandlhuber and draws about 170,000 visitors per year. The museum also includes an archaeological park on the original discovery site, a Stone Age workshop, as well as an art trail named ""human traces"". All signs in the museum as well as the audio guide offered by the museum are available in German and English."
"Marc Chagall National Museum, Nice, France",43.709136,7.269527046511632,Musée Marc Chagall,"The Marc Chagall National Museum (Chagall Biblical Message) is a French national museum dedicated to the work of painter Marc Chagall – essentially his works inspired by religion – located in Nice in the Alpes-Maritimes.

"
"Spaccanapoli, Naples, Italy",40.849562,14.261901,Spaccanapoli (street),"Spaccanapoli is the straight and narrow main street that traverses the old, historic center of the city of Naples, Italy. The name is a popular usage and means, literally, ""Naples splitter"". The name is derived from the fact that it is very long and from above it seems to divide that part of the city.
This street is the lower (Decumanus Inferiore) and southernmost of the three decumani, or east-west streets, of the grid of the original Greco-Roman city of Neapolis. The central main Decumanus Maggiore is now Via dei Tribunali; while the northernmost or  upper  Decumanus Superiore is now via Anticaglia and Via della Sapienza. The three decumani were (and still are) intersected by numerous north-south cross-streets called cardini, together forming the grid of the ancient city.
Today, the street officially starts at Piazza Gesù Nuovo and is officially named Via Benedetto Croce. Moving east, the street changes name to Via S. Biagio dei Librai and then crosses Via Duomo (named for the Cathedral of Naples) and moves beyond the confines of the old center of town.

Spaccanapoli is the main promenade for tourists as it provides access to a number of important sights of the city. These include:

Santa Chiara
Santa Marta
San Biagio Maggiore
Santi Filippo e Giacomo
San Francesco delle Monache
San Domenico Maggiore
Palazzo Venezia
Palazzo Petrucci
Palazzo Pinelli
Palazzo Carafa della Spina
Palazzo del Panormita
Palazzo Filomarino della Rocca
Palazzo di Sangro
Palazzo di Sangro di Casacalenda
Palazzo Marigliano
Piazzetta Nilo with the Nile God statue
Palazzo of Monte di Pietà, Naples"
"Anfield Stadium, Liverpool, United Kingdom",53.4302124,-2.9619309,Anfield (suburb),"Anfield is a suburb of Liverpool, England, in the Liverpool City Council ward of Anfield. Historically in Lancashire, it is part of the Liverpool Walton Parliamentary constituency. The population of the Liverpool Ward at the time of the 2011 census was 14,510. The area has been home to the football club Liverpool F.C. ever since the club's founding in 1892. The club's home stadium, Anfield, has been located there since its founding in 1884. As of September 2019, it is ranked the 10th most deprived ward in the United Kingdom."
"Cité de l'espace, Toulouse, France",43.58602225,1.4927777850121204,Cité de l'espace,"The  Cité de l'espace (French for Space City) is a scientific discovery centre in France focused on spaceflight. It was opened in June 1997, and is located on the eastern outskirts of Toulouse. It was carried out on the initiative of the Town Hall of Toulouse with the participation of numerous partners such as the Regional Council of Midi-Pyrénées, the Ministries of Equipment, Transport, Defence, National Education, Research and Technology, the National Center for Space Studies (CNES), Météo-France, EADS, Astrium, among others. As of 2012, there had been more than four million visitors."
"Basilica di San Marco, Venice, Italy",45.43454785,12.339821756970064,St Mark's Basilica,"The Patriarchal Cathedral Basilica of Saint Mark (Italian: Basilica Cattedrale Patriarcale di San Marco), commonly known as St Mark's Basilica (Italian: Basilica di San Marco; Venetian: Baxéłega de San Marco), is the cathedral church of the Patriarchate of Venice; it became the episcopal seat of the Patriarch of Venice in 1807, replacing the earlier cathedral of San Pietro di Castello. It is dedicated to and holds the relics of Saint Mark the Evangelist, the patron saint of the city.
The church is located on the eastern end of Saint Mark's Square, the former political and religious centre of the Republic of Venice, and is attached to the Doge's Palace. Prior to the fall of the republic in 1797, it was the chapel of the Doge and was subject to his jurisdiction, with the concurrence of the procurators of Saint Mark de supra for administrative and financial affairs.
The present structure is the third church, begun probably in 1063 to express Venice's growing civic consciousness and pride. Like the two earlier churches, its model was the sixth-century Church of the Holy Apostles in Constantinople, although accommodations were made to adapt the design to the limitations of the physical site and to meet the specific needs of Venetian state ceremonies. Middle-Byzantine, Romanesque, and Islamic influences are also evident, and Gothic elements were later incorporated. To convey the republic's wealth and power, the original brick façades and interior walls were embellished over time with precious stones and rare marbles, primarily in the thirteenth century. Many of the columns, reliefs, and sculptures were spoils stripped from the churches, palaces, and public monuments of Constantinople as a result of the Venetian participation in the Fourth Crusade. Among the plundered artefacts brought back to Venice were the four ancient bronze horses that were placed prominently over the entry.
The interior of the domes, the vaults, and the upper walls were slowly covered with gold-ground mosaics depicting saints, prophets, and biblical scenes. Many of these mosaics were later retouched or remade as artistic tastes changed and damaged mosaics had to be replaced, such that the mosaics represent eight hundred years of artistic styles. Some of them derive from traditional Byzantine representations and are masterworks of Medieval art; others are based on preparatory drawings made by prominent Renaissance artists from Venice and Florence, including Paolo Veronese, Tintoretto, Titian, Paolo Uccello, and Andrea del Castagno."
"Bioparc Valencia, Valencia, Spain",39.478331999999995,-0.4112192586104626,Valencia,"Valencia (Spanish: [baˈlenθja] , officially in Valencian: València [vaˈlensia]) is the capital of the autonomous community of Valencia and the third-most populated municipality in Spain, with 807,693 inhabitants (2023) within the Ciudad de Valencia and 1,582,387 inhabitants (2021) within metropolis of the Huerta de Valencia. It is the capital of the province of the same name. It is located in eastern Spain, on the banks of the Turia, on the east coast of the Iberian Peninsula on the Mediterranean Sea.
Valencia was founded as a Roman colony in 138 BC under the name Valentia Edetanorum. After the fall of the Western Roman Empire, Valencia became part of the Visigothic Kingdom from 546 AC and 711 AC. Islamic rule and acculturation ensued in the 8th century, together with the introduction of new irrigation systems and crops. Aragonese Christian conquest took place in 1238, and so the city became the capital of the Kingdom of Valencia. The city's population thrived in the 15th century, owing to trade with the rest of the Iberian Peninsula, Italian ports, and other Mediterranean locations, becoming one of the largest European cities by the end of the century. Already harmed by the emergence of the Atlantic World trade in detriment to Mediterranean trade in global trade networks, along with insecurity created by Barbary piracy throughout the 16th century, the city's economic activity experienced a crisis upon the expulsion of the Moriscos in 1609. The city became a major silk manufacturing centre in the 18th century. During the Spanish Civil War, the city served as the accidental seat of the Spanish Government from 1936 to 1937.
The Port of Valencia is the 5th-busiest container port in Europe and the second busiest container port on the Mediterranean Sea. The city is ranked as a Gamma-level global city by the Globalization and World Cities Research Network. Its historic centre is one of the largest in Spain, spanning approximately 169 hectares (420 acres). Due to its long history, Valencia has numerous celebrations and traditions, such as the Falles (or Fallas), which was declared a Fiesta of National Tourist Interest of Spain in 1965 and an intangible cultural heritage by UNESCO in November 2016. In 2022, the city was voted the world's top destination for expatriates, based on criteria such as quality of life and affordability. The city was selected as the European Capital of Sport 2011, the World Design Capital 2022 and the European Green Capital 2024."
"Rosenborg Castle, Copenhagen, Denmark",55.6856935,12.57741988857417,Rosenborg Castle,"Rosenborg Castle (Danish: Rosenborg Slot) is a renaissance castle located in Copenhagen, Denmark. The castle was originally built as a country summerhouse in 1606 and is an example of Christian IV's many architectural projects. It was built in the Dutch Renaissance style, typical of Danish buildings during this period, and has been expanded several times, finally evolving into its present condition by the year 1624. Architects Bertel Lange and Hans van Steenwinckel the Younger are associated with the structural planning of the castle."
"Notre Dame Cathedral, Paris, France",48.85293705,2.3500501225000026,Notre-Dame fire,"On 15 April 2019, just before 18:20 CEST, a structural fire broke out in the roof space of Notre-Dame de Paris, a medieval Catholic cathedral in Paris, France. By the time the fire was extinguished, the cathedral's wooden spire (flèche) had collapsed, most of the wooden roof had been destroyed, and the cathedral's upper walls were severely damaged. Extensive damage to the interior was prevented by the vaulted stone ceiling, which largely contained the burning roof as it collapsed. Many works of art and religious relics were moved to safety, but others suffered smoke damage, and some of the exterior art was damaged or destroyed. The cathedral's altar, two pipe organs, and three 13th-century rose windows suffered little or no damage. Three emergency workers were injured. The fire contaminated the site and nearby areas of Paris with toxic dust and lead. Notre-Dame did not hold a Christmas Mass in 2019, for the first time since 1803. Investigators in 2020 believed the fire to have been ""started by either a cigarette or a short circuit in the electrical system"".
On 17 April, French president Emmanuel Macron set a five-year deadline to restore the cathedral. By September 2021, donors had contributed over €840 million to the rebuilding effort. The cathedral is expected to reopen in December 2024."
"Vigeland Sculpture Park, Oslo, Norway",59.9266541,10.701990799042044,Frogner Park,"Frogner Park (Norwegian: Frognerparken) is a public park in the central West End borough of Frogner in Oslo, Norway. The park is historically part of Frogner Manor and is Oslo's largest park, open to the public at all times. It includes the manor house which is the seat of Oslo Museum, the nearby Henriette Wegner Pavilion, the Vigeland installation of sculptures (Norwegian: Vigelandsanlegget) created by sculptor Gustav Vigeland, Frogner Baths, Frogner stadion, Frognerparken Café, the restaurant Herregårdskroen and the largest collection of roses in the country with 14,000 plants of 150 species. Frogner Park is the most visited tourist attraction in Norway.
Frogner Manor was historically one of the largest estates in the modern Oslo area. Both the park, the entire borough of Frogner as well as Frognerseteren derive their names from Frogner Manor. The manor house is located in the south of the park, and houses Oslo Museum, which opened there in 1909. The nearby Henriette Wegner Pavilion was moved from Blaafarveværket in the 1830s. Frogner Park was gradually opened as a public park from 1904 and the 1914 Jubilee Exhibition was held there. From 1924, Gustav Vigeland's sculpture installation was built in parts of Frogner Park. It consists of sculptures as well as larger structures such as bridges and fountains. The installation is not a separate park, but the name of the sculptures within the larger Frogner Park. Informally the Vigeland installation is sometimes called ""Vigeland Park"" or ""Vigeland Sculpture Park""; the director of Oslo Museum Lars Roede said ""Vigeland Park"" ""doesn't really exist"" and is ""the name of the tourists,"" as opposed to ""Oslo natives' more down-to-earth name, Frogner Park.""
The park of Frogner Manor was historically smaller and centered on the manor house, and was landscaped as a baroque park in the 18th century by its owner, the later general Hans Jacob Scheel. It was landscaped as a romantic park in the 19th century by then-owner, industrialist Benjamin Wegner. Large parts of the estate were sold to give room for city expansion in the 19th century, and the remaining estate was bought by Christiania municipality in 1896 and made into a public park.
Frogner Park is the largest park in the city and covers 45 hectares; the sculpture installation is the world's largest sculpture park made by a single artist. Frogner Park is the most popular tourist attraction in Norway, with between 1 and 2 million visitors each year, and is open to the public at all times. Frogner Park and the Vigeland installation (Norwegian: Frognerparken og Vigelandsanlegget) was protected under the Heritage Act on 13 February 2009 as the first park in Norway."
"The Lowry, Manchester, United Kingdom",53.4708161,-2.2961032435781696,The Lowry,"The Lowry is a theatre and gallery complex at Salford Quays, Salford, Greater Manchester, England. It is named after the early 20th-century painter L. S. Lowry, known for his paintings of industrial scenes in North West England. The complex opened on 28 April 2000 and was officially opened on 12 October 2000 by Queen Elizabeth II.

"
"Bilbao Fine Arts Museum, Bilbao, Spain",43.265617500000005,-2.938209613686145,Guggenheim Museum Bilbao,"The Guggenheim Museum Bilbao is a museum of modern and contemporary art designed by Canadian-American architect Frank Gehry, and located in Bilbao, province of Biscay, Spain. The museum was inaugurated on 18 October 1997 by King Juan Carlos I of Spain, with an exhibition of 250 contemporary works of art. Built alongside the Nervion River, which runs through the city of Bilbao to the Cantabrian Sea, it is one of several museums belonging to the Solomon R. Guggenheim Foundation and features permanent and visiting exhibits of works by Spanish and international artists. It is one of the largest museums in Spain.
A work of contemporary architecture, the building has been hailed as a ""signal moment in the architectural culture"", because it represents ""one of those rare moments when critics, academics, and the general public were all completely united about something"", according to architectural critic Paul Goldberger. The museum was the building most frequently named as one of the most important works completed since 1980 in the 2010 World Architecture Survey among architecture experts."
"Via Garibaldi, Genoa, Italy",44.4108875,8.9339128,Via Giuseppe Garibaldi (Genoa),"Via Giuseppe Garibaldi is a street in the historical centre of Genoa, in Northwestern Italy, well known for its ancient palaces. It is one of the Strade Nuove (Italian for ""new streets"") built by the Genoese aristocracy during the Renaissance. Since July 2006 it is inscribed in the list of UNESCO World Heritage Site Genoa: the Strade Nuove and the system of the Palazzi dei Rolli."
"United Nations Office, Geneva, Switzerland",46.2147182,6.1511165,United Nations Office at Geneva,"The United Nations Office (UNO) at Geneva (UNOG, French: Office des Nations Unies à Genève) in Geneva, Switzerland, is one of the four major offices of the United Nations where numerous different UN agencies have a joint presence. The main UNOG administrative offices are located inside the Palais des Nations complex, which was originally constructed for the League of Nations between 1929 and 1938.  
Besides United Nations administration, the Palais des Nations also hosts the offices for a number of programmes and funds such as the United Nations Conference on Trade and Development (UNCTAD), the United Nations Office for the Coordination of Humanitarian Affairs (OCHA) and the United Nations Economic Commission for Europe (ECE). 
The United Nations and its specialized agencies, programmes and funds may have other offices or functions hosted outside the Palais des Nations, normally in office spaces provided by the Swiss Government.
UN specialised agencies and other UN entities with offices in Geneva hold bi-weekly briefings at the Palais des Nations, organized by the United Nations Information Service at Geneva.
UNOG produces an annual report where it lists all major events and activities that happened through a year."
"Buchanan Street, Glasgow, United Kingdom",55.8624235,-4.2534299,Buchanan Street,"Buchanan Street is one of the main shopping thoroughfares in Glasgow, the largest city in Scotland.  It forms the central stretch of Glasgow's famous shopping district with a generally more upmarket range of shops than the neighbouring streets: Argyle Street, and Sauchiehall Street."
"Tate Liverpool, Liverpool, United Kingdom",53.4008005,-2.9943762,Tate Liverpool,"Tate Liverpool is an art gallery and museum in Liverpool, Merseyside, England, and part of Tate, along with Tate St Ives, Cornwall,  Tate Britain, London, and Tate Modern, London. The museum was an initiative of the Merseyside Development Corporation. Tate Liverpool was created to display work from the Tate Collection which comprises the national collection of British art from the year 1500 to the present day, and  international modern art. The gallery also has a programme of temporary exhibitions. Until 2003, Tate Liverpool was the largest gallery of modern and contemporary art in the UK outside London."
"Old Town Square, Prague, Czech Republic",50.087455250000005,14.42096731490539,Old Town Square,"Old Town Square (Czech: Staroměstské náměstí [ˈstaroˌmɲɛstskɛː ˈnaːmɲɛsciː] or colloquially Staromák [ˈstaromaːk] ) is a historic square in the Old Town quarter of Prague, the capital of the Czech Republic. It is located between Wenceslas Square and Charles Bridge."
