landmark,latitude,longitude,wiki_title,image_url,wiki_content
"Fort Jesus, Mombasa",43.29305556,68.27444444,Fort Jesus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fort_Jesus_at_the_Mombasa_Island.jpg/500px-Fort_Jesus_at_the_Mombasa_Island.jpg,"Fort Jesus (Portuguese: Forte Jesus de Mombaça, Spanish: Fuerte de Jesús) is a fort located on Mombasa Island. Designed by Italian Giovanni Battista Cairati, it was built between 1593 and 1596 by order of King Felipe II of Spain, who also reigned as King Filipe I of Portugal and the Algarves, to guard the Old Port of Mombasa. Fort Jesus was the only fort maintained by the Portuguese on the Swahili coast, and is recognised as a testament to the first successful attempt by a Western power to establish influence over the Indian Ocean trade.
Cairati, the designer of the fort, was inspired by Italian architect Pietro Cataneo, while the master builder was Gaspar Rodrigues. The fort was Cairato's last overseas work. Although the design of Fort Jesus is an example of Renaissance architecture, the masonry techniques, building materials, and labour are believed to have been provided by the local Swahili people. The fort was built in the shape of a man (viewed from the air) and is roughly square, with four bulwarks at its corners. The fort is considered a masterpiece of late Renaissance military fortification.
Fort Jesus was captured and recaptured at least nine times between 1631, when the Portuguese lost it to Sultan Yusuf ibn al-Hasan of Mombasa, and 1895, it fell under British rule and was converted into a prison. After the Portuguese recaptured it from the Sultan in 1632, they refurbished it and built more fortifications, subsequently making it harder for the fort to fall. The fort was subject to an epic two-year siege from 1696 to 1698 by the Omani Arabs, led by Saif bin Sultan. The capture of the fort marked the end of Portuguese presence on the coast, although they briefly captured and re-occupied it between 1728 and 1729 with the help of the Swahili city-states. The fort fell under local rule from 1741 to 1837, when it was again captured by the Omanis and used as a barracks, before its occupation by the British in 1895, after the establishment of the East Africa Protectorate (which later became, in 1920, the Colony and Protectorate of Kenya).
Fort Jesus was declared a national museum in 1958. In 2011, it was declared a World Heritage Site by UNESCO and highlighted as one of the most outstanding and well-preserved examples of 16th-century Portuguese military fortifications. The fort is Mombasa's most visited tourist attraction."
Thimlich Ohinga Archaeological Site,43.80333333,75.535,Thimlich Ohinga,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Thimlich_Ohinga_Cultural_Landscape-_Kenya.JPG/500px-Thimlich_Ohinga_Cultural_Landscape-_Kenya.JPG,"Thimlich Ohinga is a complex of stone-built ruins in Migori county, Nyanza Kenya, in East Africa. It is the largest one of 138 sites containing 521 stone structures that were built around the Lake Victoria region in Kenya. These sites are highly clustered. The main enclosure of Thimlich Ohinga has walls that are 1–3 m (3.3–9.8 ft) in thickness, and 1–4.2 m (3.3–13.8 ft) in height. The structures were built from undressed blocks, rocks, and stones set in place without mortar. The densely packed stones interlock. The site is believed to date to the 15th century or earlier."
Phoenix Islands Protected Area,-0.155,37.31555556,Phoenix Islands Protected Area,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Rotjan_-_Enderbury_Day_1_-_2nd_half_%2862%29.JPG/500px-Rotjan_-_Enderbury_Day_1_-_2nd_half_%2862%29.JPG,"The Phoenix Islands Protected Area (PIPA) is located in the Republic of Kiribati, an ocean nation in the central Pacific approximately midway between Australia and Hawaii. PIPA constitutes 11.34% of Kiribati's exclusive economic zone (EEZ), and with a size of 408,250 km2 (157,630 sq mi), it is one of the largest marine protected areas (MPA) and one of the largest protected areas of any type (land or sea) on Earth. The PIPA was also designated as the world's largest and deepest UNESCO World Heritage Site in 2010.
The PIPA conserves one of the world's largest intact oceanic coral archipelago ecosystems, includes 14 known underwater seamounts (presumed to be extinct volcanoes) and other deep-sea habitats. The area contains approximately 800 known species of fauna, including about 200 coral species, 500 fish species, 18 marine mammals and 44 bird species. In total it is equivalent to the size of the state of California in the US, though the total land area is only 25 km2 (9.7 sq mi). To the north of the PIPA is the U.S. administered Pacific Remote Islands Marine National Monument that is currently the world's largest designated MPA."
Sulaiman-Too Sacred Mountain,3.051305556,36.50366667,Sulayman Mountain,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Osh_03-2016_img06_Sulayman_Mountain.jpg/500px-Osh_03-2016_img06_Sulayman_Mountain.jpg,"The Sulayman Mountain (Kyrgyz: Сулайман-Тоо, also known as Sulaiman-Too, Sulayman Rock, or Sulayman Throne) is the only World Heritage Site located entirely in the country of Kyrgyzstan. It is located in the city of Osh and was once a major place of pre-Muslim pilgrimage. The rock rises abruptly from the surrounding plains of the Fergana Valley and is a popular place among locals and visitors, with a splendid view."
Town of Luang Prabang,-2.284444444,40.8525,Luang Prabang,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Phou_si_Luang_Prabang_Laos_%E3%83%97%E3%83%BC%E3%82%B7%E3%83%BC%E3%81%AE%E4%B8%98_%E3%83%A9%E3%82%AA%E3%82%B9%E3%83%BB%E3%83%AB%E3%82%A2%E3%83%B3%E3%83%97%E3%83%A9%E3%83%90%E3%83%BC%E3%83%B3_DSCF6777.jpg/500px-Phou_si_Luang_Prabang_Laos_%E3%83%97%E3%83%BC%E3%82%B7%E3%83%BC%E3%81%AE%E4%B8%98_%E3%83%A9%E3%82%AA%E3%82%B9%E3%83%BB%E3%83%AB%E3%82%A2%E3%83%B3%E3%83%97%E3%83%A9%E3%83%90%E3%83%BC%E3%83%B3_DSCF6777.jpg,"Luang Phabang, (Lao: ຫລວງພະບາງ/ຫຼວງພະບາງ) or Louangphabang (pronounced [lǔaŋ pʰa.bàːŋ]), commonly transliterated into Western languages from the pre-1975 Lao spelling ຫຼວງພຣະບາງ (ຣ = silent r) as Luang Prabang, literally meaning ""Royal Buddha Image"", is a city in north central Laos, consisting of 58 adjacent villages, of which 33 comprise the UNESCO Town of Luang Prabang World Heritage Site. It was listed in 1995 for unique and ""remarkably"" well preserved architectural, religious and cultural heritage, a blend of the rural and urban developments over several centuries, including the French colonial influences during the 19th and 20th centuries.
The centre of the city consists of four main roads and is located on a peninsula at the confluence of the Nam Khan and Mekong River. Luang Prabang is well known for its numerous Buddhist temples and monasteries. Every morning, hundreds of monks from the various monasteries walk through the streets collecting alms. One of the city's major landmarks is Mount Phou Si; a large steep hill which despite the constrained scale of the city, is 150 metres (490 ft) high; a steep staircase leads to Wat Chom Si shrine and an overlook of the city and the rivers.
The city was formerly the capital of a kingdom of the same name. It had also been known by the ancient name of Xieng Thong. It was the royal capital and seat of government of the Kingdom of Laos, until the Pathet Lao takeover in 1975. The city is part of Luang Prabang District of Luang Prabang Province and is the capital and administrative centre of the province. It lies approximately 300 km (190 mi) north of the capital Vientiane. Currently, the population of the city as a whole is roughly 56,000 inhabitants with the UNESCO protected site being inhabited by around 24,000.

"
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,-0.4425,36.24,Vat Phou,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Champasak%2C_Laos%2C_Wat_Poo_03.jpg/500px-Champasak%2C_Laos%2C_Wat_Poo_03.jpg,"Vat Phou (or Vat Phu; Lao: ວັດພູ [wāt pʰúː] temple-mountain) is a ruined Khmer Hindu temple complex in southern Laos and one of the oldest places of worship in Southeast Asia. It is at the base of mount Phou Khao, some 6 kilometres (3.7 mi) from the Mekong in Champasak province. 
There was a sanctuary on the site, centred on a sacred spring and an offering place for a mighty tutelary sprit dating back to pre-historic times. The first megalithic stone structures had been built probably as early as the second century BCE, consisting of two stone cells, a carving of a crocodile, serpent stairs, and several offering platforms. One of the first pre-Angkor brick buildings onsite was erected in the early 7th century and became the focus of all consequent building activities. Most of the other surviving buildings date from the Angkor period, in the 11th—13th centuries."
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,-3.931944444,39.59611111,Plain of Jars,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Plainofjars_2.jpg/500px-Plainofjars_2.jpg,"The Plain of Jars (Lao: ທົ່ງໄຫຫິນ Thong Hai Hin, [tʰōŋ hǎj hǐn]) is a megalithic archaeological landscape in Laos. It consists of thousands of stone jars scattered around the upland valleys and the lower foothills of the central plain of the Xiangkhoang Plateau. The jars are arranged in clusters ranging in number from one to several hundred.
The Xiangkhoang Plateau is at the northern end of the Annamese Cordillera, the principal mountain range of Indochina. French researcher Madeleine Colani concluded in 1930 that the jars were associated with burial practices. Excavation by Lao and Japanese archaeologists in the intervening years has supported this interpretation with the discovery of human remains, burial goods and ceramics around the jars. Researchers (using optically stimulated luminescence) determined that the jars were put in place as early as 1240 to 660 BC. The jars at Site 1 (using detrital zircon geochronology) were determined to have been transported to their current location from a presumed quarry eight kilometers away. The Plain of Jars is one of the most important prehistoric sites in Southeast Asia.

"
Historic Centre of Riga,-4.062777778,39.67944444,Vecrīga,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Vistas_desde_la_iglesia_de_San_Pedro%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_04_%28cropped%29.JPG/500px-Vistas_desde_la_iglesia_de_San_Pedro%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_04_%28cropped%29.JPG,"Vecrīga (""Old Riga"") is the historical center and a neighbourhood (as Vecpilsēta) of Riga, Latvia, located in the Central District on the east side of Daugava River. Vecrīga is famous for its old churches and cathedrals, such as Riga Cathedral and St. Peter's Church."
Baalbek,-3.649722222,-172.8575,Baalbek,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Baalbek-109914.jpg/500px-Baalbek-109914.jpg,"Baalbek (; Arabic: بَعْلَبَكّ, romanized: Baʿlabakk; Syriac-Aramaic: ܒܥܠܒܟ) is a city located east of the Litani River in Lebanon's Beqaa Valley, about 67 km (42 mi) northeast of Beirut. It is the capital of Baalbek-Hermel Governorate. In 1998, Baalbek had a population of 82,608, mostly Shia Muslims, followed by Sunni Muslims and Christians.
Baalbek has a history that dates back at least 11,000 years, encompassing significant periods such as Prehistoric, Canaanite, Hellenistic, and Roman eras. After Alexander the Great conquered the city in 334 BCE, he renamed it Heliopolis (Ἡλιούπολις, Greek for ""Sun City""). The city flourished under Roman rule. However, it underwent transformations during the Christianization period and the subsequent rise of Islam following the Arab conquest in the 7th century. In later periods, the city was sacked by the Mongols and faced a series of earthquakes, resulting in a decline in importance during the Ottoman and modern periods. The city is known for the ruins of the Baalbek temple complex from the Roman period, housing two of the largest and grandest Roman temples: the Temple of Bacchus and the Temple of Jupiter. It was inscribed in 1984 as an UNESCO World Heritage site.
In the modern era, Baalbek is a relatively small city that enjoys economic advantages as a sought-after tourist destination. However, the tourism sector has encountered challenges due to conflicts in Lebanon, particularly the 1975–1990 civil war, and the ongoing Syrian civil war since 2011. Main attractions include the ancient Roman temples, the Great Mosque from the Umayyad period, and the Roman quarry site named Hajar al-Hibla."
Byblos,40.53111111,72.78277778,Byblos,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Byblos_Libanon_2003.JPG/500px-Byblos_Libanon_2003.JPG,"Byblos ( BIB-loss; Greek: Βύβλος), also known as Jebeil, Jbeil or Jubayl (Arabic: جُبَيْل, romanized: Jubayl, locally Jbeil [ʒ(ə)beːl]; Phoenician: 𐤂𐤁𐤋, GBL, probably Gebal), is an ancient city in the Keserwan-Jbeil Governorate of Lebanon. The area is believed to have been first settled between 8800 and 7000 BC and continuously inhabited since 5000 BC. During its history, Byblos was part of numerous cultures including Egyptian, Phoenician, Assyrian, Persian, Hellenistic, Roman, Genoese, Mamluk and Ottoman. Urbanisation is thought to have begun during the third millennium BC and it developed into a city making it one of the oldest cities in the world. It is a UNESCO World Heritage Site.
It was in ancient Byblos that the Phoenician alphabet, likely the ancestor of the Greek, Latin and all other Western alphabets, was developed.

"
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),14.84833333,105.8222222,Kadisha Valley,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Qadisha_Valley%2C_Aerial_View_From_Qannoubine_Monastery.jpg/500px-Qadisha_Valley%2C_Aerial_View_From_Qannoubine_Monastery.jpg,"Kadisha Valley (Arabic: وادي قاديشا), also romanized as the Qadisha Valley and also known as the Kadisha Gorge or Wadi Kadisha (French: Ouadi Qadisha), is a gorge that lies within the Bsharri and Zgharta Districts of the North Governorate of Lebanon. The valley was carved by the Kadisha River, also known as the Nahr Abu Ali when it reaches Tripoli. Kadisha means ""Holy"" in Aramaic, and the valley is sometimes called the Holy Valley. It has sheltered Christian monastic communities for many centuries. The valley is located at the foot of Mount al-Makmal in northern Lebanon.
The integrity of the valley is at risk because of encroachment of human settlements, illegal building, and inconsistent conservation activity. Although it is not yet on the UNESCO ""in danger"" list, there have been warnings that continued violations may lead to this step."
Archaeological Site of Leptis Magna,19.43105556,103.1522222,Leptis Magna,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Leptis_Magna_%2829%29_%288288918733%29.jpg/500px-Leptis_Magna_%2829%29_%288288918733%29.jpg,"Leptis or Lepcis Magna, also known by other names in antiquity, was a prominent city of the Carthaginian Empire and Roman Libya at the mouth of the Wadi Lebda in the Mediterranean.
Established as a Punic settlement prior to 500 BC, the city experienced significant expansion under Roman Emperor Septimius Severus (r. 193–211), who was born in the city. The 3rd Augustan Legion was stationed here to defend the city against Berber incursions. After the legion's dissolution under Gordian III in 238, the city was increasingly open to raids in the later part of the 3rd century. Diocletian reinstated the city as provincial capital, and it grew again in prosperity until it fell to the Vandals in 439. It was reincorporated into the Eastern Empire in 533 but continued to be plagued by Berber raids and never recovered its former importance. It fell to the Muslim invasion in c. 647 and was subsequently abandoned.
After being abandoned, the city was remarkably preserved as it lay buried beneath layers of sand dunes. In the 1920s, the city was unearthed by Italian archaeologists during Italy's occupation of Libya. Its ruins are within present-day Khoms, Libya, 130 km (81 mi) east of Tripoli. They are among the best-preserved Roman sites in the Mediterranean.

"
Archaeological Site of Sabratha,56.95417,24.11667,Archaeological Site of Sabratha,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Theatre%2C_Sabratha.JPG/500px-Theatre%2C_Sabratha.JPG,"The archaeological site of Sabratha is an excavated Numidian and later Roman city situed near present-day Sabratha, Libya.
It was a Phoenician trading-post that served as an outlet for the products of the African hinterland, and later part of the short-lived Numidian Kingdom of Massinissa before being Romanized and rebuilt in the 2nd and 3rd centuries A.D."
Archaeological Site of Cyrene,33.72583,35.92972,"Cyrene, Libya",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Cyrene8.jpg/500px-Cyrene8.jpg,"Cyrene, also sometimes anglicized as Kyrene, was an ancient Greek colony and Roman city near present-day Shahhat in northeastern Libya in North Africa. It was part of the Pentapolis, an important group of five cities in the region, and gave the area its classical and early modern name Cyrenaica.
Cyrene lies on a ridge of the Jebel Akhdar uplands. The archaeological remains cover several hectares and include several monumental temples, stoas, theatres, bathhouses, churches, and palatial residences. The city is surrounded by the Necropolis of Cyrene.  Since 1982, it has been a UNESCO World Heritage Site. The city's port was Apollonia (Marsa Sousa), located about 16 kilometres (10 mi) to the north.
The city was attributed to Apollo and the legendary etymon Cyrene by the Greeks themselves but it was probably actually colonized by settlers from Thera (modern Santorini) in the late seventh century BC. It was initially ruled by a dynasty of monarchs called the Battiads, who grew rich and powerful as a result of successive waves of immigration and the export of horses and silphium, a medicinal plant. By the fifth century BC, they had expanded their control over the other cities of Cyrenaica. It became the seat of the Cyrenaics, a school of philosophy in the fourth century BC, founded by Aristippus, a disciple of Socrates. In the Hellenistic Age, the city alternated between being part of Ptolemaic Egypt and the capital of an independent kingdom. It was also an important Jewish hub. In 96 BC, it passed to the Roman Republic and became part of the province of Crete and Cyrenaica. The city was destroyed by Jewish fighters in AD 115 during Kitos War, and slowly rebuilt over the following century. Earthquakes in 262 and 365 devastated the city, but some habitation continued through the early Byzantine period and the Muslim conquest of the Maghreb in 642, after which the site was abandoned until the establishment of an Italian military base on the site in 1913. Excavations have been ongoing since that time."
Rock-Art Sites of Tadrart Acacus,34.00707,36.20494,Acacus Mountains,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Tadrart_Acacus_1.jpg/500px-Tadrart_Acacus_1.jpg,"The Acacus Mountains or Tadrart Akakus (Arabic: تدرارت أكاكوس / ALA-LC: Tadrārt Akākūs) form a mountain range in the desert of the Ghat District in western Libya, part of the Sahara. They are situated east of the city of Ghat, Libya, and stretch north from the border with Algeria, about 100 kilometres (62 mi). The area has a particularly rich array of prehistoric rock art."
Vilnius Historic Centre,33.27194,35.19444,Vilnius Old Town,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Vilnius_old_town_by_Augustas_Didzgalvis.jpg/500px-Vilnius_old_town_by_Augustas_Didzgalvis.jpg,"The Old Town of Vilnius (Lithuanian: Vilniaus senamiestis), one of the largest surviving medieval old towns in Northern Europe, has an area of 3.59 square kilometres (887 acres). It encompasses 74 quarters, with 70 streets and lanes numbering 1487 buildings with a total floor area of 1,497,000 square meters. It was founded by the Lithuanian Grand Duke and King of Poland Jogaila in 1387 on the Magdeburg rights the oldest part of the Lithuanian capital of Vilnius, it had been developed over the course of many centuries, and has been shaped by the city's history and a constantly changing cultural influence. It is a place where some of Europe's greatest architectural styles—gothic, renaissance, baroque and neoclassical—stand side by side and complement each other. There are many Catholic, Lutheran and Orthodox churches, residential houses, cultural and architectural monuments, museums in the Old Town.
Pilies Street is the Old Town's main artery and the hub of cafe and street market life. The main street of Vilnius, Gediminas Avenue, is partially located in the Old Town. The central squares in the Old Town are the Cathedral Square and the Town Hall Square.
One of the most elaborate architectural complexes is the Vilnius University Architectural Ensemble, which occupies a large part of the Old Town and has 13 courtyards. It was selected to represent Lithuania in the Mini-Europe Park in Brussels.
In 1994 the Vilnius Old Town was included as a UNESCO World Heritage Site (No. 541) in recognition of its universal value and originality. It has been recognised as one of the most beautiful cities of the Old Continent that also has the largest baroque Old Town in the whole of Eastern and Central Europe. The definition of ""historic center"" itself has a broader meaning than the Old Town, formerly encircled with defensive walls. It embraces the valuable historical suburbs of Vilnius, such as Užupis, which historically used to be outside the city boundaries. Therefore Užupis is often considered a part of the Old Town of Vilnius.
352 ha Vilnius Old Town (Senamiestis) as the UNESCO World Heritage Site should not be confused with one of 21 elderships (boroughs) of Vilnius – Senamiestis (the one with a slightly larger territory – 440 ha)."
Kernavė  Archaeological Site (Cultural Reserve of Kernavė),34.24333,36.04889,Kernavė,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Kernave_mounds_20200926.jpg/500px-Kernave_mounds_20200926.jpg,"Kernavė was a medieval capital of the Grand Duchy of Lithuania and today is a tourist attraction and an archeological site (population 238, 2021). It is located in the Širvintos district municipality located in southeast Lithuania. A Lithuanian state cultural reserve was established in Kernavė in 1989. In 2004 Kernavė Archaeological Site was included into UNESCO world heritage list.

"
City of Luxembourg: its Old Quarters and Fortifications,32.63833,14.29306,Old City of Luxembourg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Luxembourg_City_Night_Wikimedia_Commons.jpg/500px-Luxembourg_City_Night_Wikimedia_Commons.jpg,"The Old City of Luxembourg (officially City of Luxembourg: its Old Quarters and Fortifications) is located mainly in Ville Haute (Uewerstad) in Luxembourg City, Grand Duchy of Luxembourg. The site was added to the UNESCO World Heritage list in 1994. The origin of the city was a fort built in the 10th century and had to be demolished in most parts in the 19th century (the casemates, the bastion and some walls still exist partly). The early town (which is now the historical city) has been established in the 12th century.
Highlights are Grand Ducal Palace, Notre-Dame Cathedral, Adolphe Bridge, Dräi Tierm, Pont du Château, Chemin de la Corniche, and Bock casemates.
The Ministry of Culture, Department of National Sites and Monuments is responsible for the preservation of the sites (with a partnership of the Luxembourg Commission for Cooperation with UNESCO which was founded in 1949)."
Tsingy de Bemaraha Strict Nature Reserve,32.80528,12.485,Tsingy de Bemaraha Strict Nature Reserve,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Tsingy_de_Bemaraha_Strict_Nature_Reserve.jpg/500px-Tsingy_de_Bemaraha_Strict_Nature_Reserve.jpg,"Tsingy de Bemaraha Strict Nature Reserve (Malagasy: Tsingin'ny Bemaraha, French: Réserve naturelle intégrale du Tsingy de Bemaraha) is a nature reserve located near the western coast of Madagascar in Melaky Region. The area was listed as a UNESCO World Heritage Site in 1990 due to the unique geography, preserved mangrove forests, and wild bird and lemur populations."
Royal Hill of Ambohimanga,32.825,21.85833,Ambohimanga,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/View_of_Ambohimanga_sacred_hill_Madagascar.JPG/500px-View_of_Ambohimanga_sacred_hill_Madagascar.JPG,"Ambohimanga is a hill and traditional fortified royal settlement (rova) in Madagascar, located approximately 24 kilometers (15 mi) northeast of the capital city of Antananarivo. It is situated in the commune of Ambohimanga Rova.
The hill and the rova that stands on top are considered the most significant symbol of the cultural identity of the Merina people and the most important and best-preserved monument of the precolonial Merina Kingdom. The walled historic village includes residences and burial sites of several key monarchs. The site, one of the twelve sacred hills of Imerina, is associated with strong feelings of national identity and has maintained its spiritual and sacred character both in ritual practice and the popular imagination for at least four hundred years. It remains a place of worship to which pilgrims come from Madagascar and elsewhere.
The site has been politically important since the early 18th century, when King Andriamasinavalona (1675–1710) divided the Kingdom of Imerina into four quadrants and assigned his son Andriantsimitoviaminiandriana to govern the northeastern quadrant, Avaradrano, from its newly designated capital at Ambohimanga. The division of Imerina led to 77 years of civil war, during which time the successive rulers of Avaradrano led military campaigns to expand their territory while undertaking modifications to the defenses at Ambohimanga to better protect it against attacks. The war was ended from Ambohimanga by King Andrianampoinimerina, who successfully undertook negotiations and military campaigns that reunited Imerina under his rule by 1793. Upon capturing the historic capital of Imerina at Antananarivo, Andrianampoinimerina shifted his royal court and all political functions back to its original locus at Antananarivo's royal compound and declared the two cities of equal importance, with Ambohimanga as the kingdom's spiritual capital. He and later rulers in his line continued to conduct royal rituals at the site and regularly inhabited and remodeled Ambohimanga until French colonization of the kingdom and the exile of the royal family in 1897. The significance of historical events here and the presence of royal tombs have given the hill a sacred character that is further enhanced at Ambohimanga by the burial sites of several Vazimba, the island's earliest inhabitants.
The royal compound on the hilltop is surrounded by a complex system of defensive ditches and stone walls and is accessed by 14 gateways, of which many were sealed by stone disc barriers. The gateways and construction of buildings within the compound are arranged according to two overlaid cosmological systems that value the four cardinal points radiating from a unifying center, and attach sacred importance to the northeastern direction. The complex inside the wall is subdivided into three smaller rova. Mahandrihono, the largest compound, was established between 1710 and 1730 by King Andriambelomasina; it remains largely intact and contains the royal tombs, house of King Andrianampoinimerina, summer palace of Queen Ranavalona II, and sites that figured in key royal rituals such as the sacrificial zebu pen, royal bath and main courtyard. Original buildings no longer remain in the compound of Bevato, established before 1710 by Andriamborona, and the Nanjakana compound, built for King Andrianjafy in the late 18th century. The hill and its royal fortified city were added to the list of UNESCO World Heritage Sites in 2001 and represent Madagascar's only cultural site following the destruction by fire in 1995 of its historic sister city, the Rova of Antananarivo, shortly before the latter's intended inscription to the list. Numerous governmental and civil society organizations support the conservation of Ambohimanga by restoring damaged features and preventing further degradation."
Rainforests of the Atsinanana,24.83333,10.33333,Rainforests of the Atsinanana,https://upload.wikimedia.org/wikipedia/commons/0/00/Andohahela_NP.jpg,"The Rainforests of the Atsinanana is a World Heritage Site that was inscribed in 2007 and consists of 13 specific areas in six national parks in the eastern part of Madagascar:

Marojejy National Park
Masoala National Park
Zahamena National Park
Ranomafana National Park
Andringitra National Park
Andohahela National Park
The Rainforests of the Atsinanana are distributed along the eastern part of the island. These relict forests are critically important for maintaining ongoing ecological processes necessary for the survival of Madagascar’s unique biodiversity, which reflects the island’s geological history. Having completed its separation from all other land masses more than 60 million years ago, Madagascar’s plant and animal life evolved in isolation. The rainforests are inscribed for their importance to both ecological and biological processes as well as their biodiversity and the threatened species they support. Many species are rare and threatened especially lemurs and other primates."
Lake Malawi National Park,30.13333333,9.5,Lake Malawi National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Lake_malawi_national_park.jpg/500px-Lake_malawi_national_park.jpg,"Lake Malawi National Park is a national park at the southern end of Lake Malawi in Malawi, Southeast Africa. It is the only national park in Malawi that was created with the purpose of protecting fish and aquatic habitats. Despite this being its main purpose, Lake Malawi National Park includes a fair amount of land, including a headland, the foreshore and several small rocky islands in Lake Malawi.
Lake Malawi National Park was inscribed as a UNESCO World Heritage Site in 1984, being of ""global importance for biodiversity conservation due particularly to its fish diversity."" This fish diversity is remarkable because the mbuna, as the cichlid fish are known locally, provide an outstanding example of evolution at work. Other attributes of the park include the outstanding natural beauty of the area, with its craggy landscape contrasting with the clear waters of the lake."
Chongoni Rock-Art Area,54.68667,25.29306,Chongoni Rock Art Area,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Chongoni_rock_art.jpg/500px-Chongoni_rock_art.jpg,"The Chongoni Rock Art Area is a region containing 127 rock art and painting sites depicting the farmer community of the Late Stone Age and Iron Age, located in the forested hills of the Malawi plateau in the Central Region of Malawi.
The rock arts are in granite formations and consist of art depictions attributed to the hunter gatherer community of BaTwa who lived here during the stone age period, and of the farming community of Chewa who are traced to the Iron Age period. In view of this cultural importance, the area was inscribed as a UNESCO World Heritage Site in 2006 under Criteria III for the rich cultural traditions of rock art and Criteria VI for its continued link to present society. The rock art symbolizing rituals and ceremonies is mostly the creation of the women of Chewa clan. The ""agropastoralist"" art form of the tribes, which represents their perception of use and control of their natural habitat, was continued by the Bantu tribes in Chongoni."
Kinabalu Park,54.88777778,24.83055556,Kinabalu Park,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Mount_kinabalu_01.png/500px-Mount_kinabalu_01.png,"Kinabalu Park (Malay: Taman Kinabalu), established as one of the first national parks of Malaysia in 1964, is Malaysia's first World Heritage Site designated by UNESCO in December 2000 for its ""outstanding universal values"" and the role as one of the most important biological sites in the world with more than 4,500 species of flora and fauna, including 326 bird and around 100 mammal species, and over 110 land snail species.
Located on the west coast of Sabah, Malaysian Borneo, it covers an area of 754 square kilometres surrounding Mount Kinabalu, which at 4,095.2 meters, is the highest mountain on the island of Borneo.
The park is one of the most popular tourist spots in Sabah and Malaysia in general. In 2010, the park received 611,624 visitors, including 47,613 climbers.
The site has been identified by UNESCO as a Centre of Plant Diversity for Southeast Asia, as it contains representatives from at least half of all Borneo’s plant species and is extremely rich in species with elements from China, Australia, the Himalayas, Malaysia and pan tropical floras."
Gunung Mulu National Park,49.61,6.13333,Gunung Mulu National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Mulu.JPG/500px-Mulu.JPG,"The Gunung Mulu National Park is a national park in Miri Division, Sarawak, Malaysia. It is a UNESCO World Heritage Site that encompasses caves and karst formations in a mountainous equatorial rainforest setting. The park is famous for its caves and the expeditions that have been mounted to explore them and their surrounding rainforest, most notably the Royal Geographical Society Expedition of 1977–1978, which saw over 100 scientists in the field for 15 months. This initiated a series of over 20 expeditions now named the Mulu Caves Project.
The national park is named after Mount Mulu, the second highest mountain in Sarawak."
"Melaka and George Town, Historic Cities of the Straits of Malacca",-18.66667,44.75,Strait of Malacca,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Strait_of_Malacca_highlighted.png/500px-Strait_of_Malacca_highlighted.png,"The Strait of Malacca is a narrow stretch of water, 500 mi (800 km) long and from 40 to 155 mi (65–250 km) wide, between the Malay Peninsula (Peninsular Malaysia) to the northeast and the Indonesian island of Sumatra  to the southwest, connecting the Andaman Sea (Indian Ocean) and the South China Sea (Pacific Ocean). As the main shipping channel between the Indian and Pacific oceans, it is one of the most important shipping lanes in the world. It is named after the Malacca Sultanate that ruled over the strait between 1400 and 1511, the center of administration of which was located in the modern-day state of Malacca, Malaysia."
Archaeological Heritage of the Lenggong Valley,-18.75917,47.56278,Lenggong,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Lenggong_%28220630%29_01.jpg/500px-Lenggong_%28220630%29_01.jpg,"Lenggong (Jawi: لڠڬوڠ) is a town, a mukim and a parliamentary constituency in Hulu Perak District, Perak, Malaysia. 

"
